"image","ProlificID","rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","attentionCheck","attCheck2Choice","attCheck2Text","dominantHand","Gender","sexual_Orientation","Age","technical_Issues","technical_Issues_text","comments","responses","test_part","user_agent","success","emotion","key_press","value","videoStim","Condition","Counterbalance","blockNum","trialNum","Left_option","Right_option","duration_ms","alert_before","angry_before","bored_before","embarrassed_before","enthusiastic_before","happy_before","hungry_before","interested_before","sad_before","sex_arousal_before","tired_before","alert_after","angry_after","bored_after","embarrassed_after","enthusiastic_after","happy_after","hungry_after","interested_after","sad_after","sex_arousal_after","tired_after","choiceOrig","choice","Character_num","MorphLevel","duration_ms_Z","rt_Z","choice_num","longString","alert_diff","angry_diff","bored_diff","embarrassed_diff","enthusiastic_diff","happy_diff","hungry_diff","interested_diff","sad_diff","sex_arousal_diff","tired_diff","sex_arousal_diff_c","conditionVid","sex_arousal_diff_Z_group"
"stim/Slide_1.jpg","0xDb0A5F9Aac04461cf68a735149a22f18D174477f",3557,"<svg xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" viewBox=""0 0 768 786"" style=""max-width: 610px; width:95%; max-height: 95vh; margin: auto; position: absolute; top: 50%; left: 50%; transform: translate(-50%, -50%);"">    <foreignObject x=""0"" y=""150"" width=""768px"" height=""300"">        <div>            <div style=""float: left; font-size: 40px; margin-left: 2.5%;margin-top: 5px;"">Neutral</div>            <div style=""float: right; font-size: 40px; margin-right: 2.5%;margin-top: 5px;"">Positive</div>        </div>    </foreignObject>    <foreignObject x=""0"" y=""250"" width=""768px"" height=""300"">        <div>            <div style=""float: left; font-size: 30px; margin-left: 7.3%;margin-top: 7px;"">D</div>            <div style=""float: right; font-size: 30px; margin-right: 7%;margin-top: 7px;"">L</div>        </div>    </foreignObject><div x=""135"" y=""400""><img src=""stim/Slide_1.jpg"" style=""width: 250px; height: 250px; ""  /></div>    <foreignObject x=""0"" y=""246"" width=""768px"" height=""300"">    <rect height=""576"" width=""768"" style=""height: 576px; width: 768px; fill: rgb(255,255,255); stroke-width:3px;stroke:rgb(0,0,0);fill-opacity: 0.0""></rect>    </foreignObject></svg>",NA,"html-keyboard-response",21,448017,"0.0-11.0-2.0-2.0","To recognize emotional expressions",NA,"yes","Right handed","Male","Heterosexual or straight",39,"No",NA,NA,NA,"trial",NA,NA,NA,"68",NA,NA,"Neutral","posRight",1,1,"Neutral","Positive",945831,8,2,1,2,8,2,6,7,8,1,2,7,2,3,1,6,2,5,6,7,1,2,"D","Neutral","001",0,1.51355782989274,0.608722280839085,0,0.216666666666667,-1,0,2,-1,-2,0,-1,-1,-1,0,0,-0.925420528664607,"Neutral",-0.5679385560767
"stim/Slide_10.jpg","0xDb0A5F9Aac04461cf68a735149a22f18D174477f",1475,"<svg xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" viewBox=""0 0 768 786"" style=""max-width: 610px; width:95%; max-height: 95vh; margin: auto; position: absolute; top: 50%; left: 50%; transform: translate(-50%, -50%);"">    <foreignObject x=""0"" y=""150"" width=""768px"" height=""300"">        <div>            <div style=""float: left; font-size: 40px; margin-left: 2.5%;margin-top: 5px;"">Neutral</div>            <div style=""float: right; font-size: 40px; margin-right: 2.5%;margin-top: 5px;"">Positive</div>        </div>    </foreignObject>    <foreignObject x=""0"" y=""250"" width=""768px"" height=""300"">        <div>            <div style=""float: left; font-size: 30px; margin-left: 7.3%;margin-top: 7px;"">D</div>            <div style=""float: right; font-size: 30px; margin-right: 7%;margin-top: 7px;"">L</div>        </div>    </foreignObject><div x=""135"" y=""400""><img src=""stim/Slide_10.jpg"" style=""width: 250px; height: 250px; ""  /></div>    <foreignObject x=""0"" y=""246"" width=""768px"" height=""300"">    <rect height=""576"" width=""768"" style=""height: 576px; width: 768px; fill: rgb(255,255,255); stroke-width:3px;stroke:rgb(0,0,0);fill-opacity: 0.0""></rect>    </foreignObject></svg>",NA,"html-keyboard-response",29,463895,"0.0-11.0-2.0-2.4","To recognize emotional expressions",NA,"yes","Right handed","Male","Heterosexual or straight",39,"No",NA,NA,NA,"trial",NA,NA,NA,"76",NA,NA,"Neutral","posRight",1,5,"Neutral","Positive",945831,8,2,1,2,8,2,6,7,8,1,2,7,2,3,1,6,2,5,6,7,1,2,"L","Positive","007",0.6,1.51355782989274,-0.0142257007425364,1,0.216666666666667,-1,0,2,-1,-2,0,-1,-1,-1,0,0,-0.925420528664607,"Neutral",-0.5679385560767
"stim/Slide_11.jpg","0xDb0A5F9Aac04461cf68a735149a22f18D174477f",1389,"<svg xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" viewBox=""0 0 768 786"" style=""max-width: 610px; width:95%; max-height: 95vh; margin: auto; position: absolute; top: 50%; left: 50%; transform: translate(-50%, -50%);"">    <foreignObject x=""0"" y=""150"" width=""768px"" height=""300"">        <div>            <div style=""float: left; font-size: 40px; margin-left: 2.5%;margin-top: 5px;"">Neutral</div>            <div style=""float: right; font-size: 40px; margin-right: 2.5%;margin-top: 5px;"">Positive</div>        </div>    </foreignObject>    <foreignObject x=""0"" y=""250"" width=""768px"" height=""300"">        <div>            <div style=""float: left; font-size: 30px; margin-left: 7.3%;margin-top: 7px;"">D</div>            <div style=""float: right; font-size: 30px; margin-right: 7%;margin-top: 7px;"">L</div>        </div>    </foreignObject><div x=""135"" y=""400""><img src=""stim/Slide_11.jpg"" style=""width: 250px; height: 250px; ""  /></div>    <foreignObject x=""0"" y=""246"" width=""768px"" height=""300"">    <rect height=""576"" width=""768"" style=""height: 576px; width: 768px; fill: rgb(255,255,255); stroke-width:3px;stroke:rgb(0,0,0);fill-opacity: 0.0""></rect>    </foreignObject></svg>",NA,"html-keyboard-response",58,554165,"0.0-11.0-2.1-2.17","To recognize emotional expressions",NA,"yes","Right handed","Male","Heterosexual or straight",39,"No",NA,NA,NA,"trial",NA,NA,NA,"76",NA,NA,"Neutral","posRight",2,3,"Neutral","Positive",945831,8,2,1,2,8,2,6,7,8,1,2,7,2,3,1,6,2,5,6,7,1,2,"L","Positive","007",0.8,1.51355782989274,-0.0399574617492701,1,0.216666666666667,-1,0,2,-1,-2,0,-1,-1,-1,0,0,-0.925420528664607,"Neutral",-0.5679385560767
"stim/Slide_12.jpg","0xDb0A5F9Aac04461cf68a735149a22f18D174477f",754,"<svg xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" viewBox=""0 0 768 786"" style=""max-width: 610px; width:95%; max-height: 95vh; margin: auto; position: absolute; top: 50%; left: 50%; transform: translate(-50%, -50%);"">    <foreignObject x=""0"" y=""150"" width=""768px"" height=""300"">        <div>            <div style=""float: left; font-size: 40px; margin-left: 2.5%;margin-top: 5px;"">Neutral</div>            <div style=""float: right; font-size: 40px; margin-right: 2.5%;margin-top: 5px;"">Positive</div>        </div>    </foreignObject>    <foreignObject x=""0"" y=""250"" width=""768px"" height=""300"">        <div>            <div style=""float: left; font-size: 30px; margin-left: 7.3%;margin-top: 7px;"">D</div>            <div style=""float: right; font-size: 30px; margin-right: 7%;margin-top: 7px;"">L</div>        </div>    </foreignObject><div x=""135"" y=""400""><img src=""stim/Slide_12.jpg"" style=""width: 250px; height: 250px; ""  /></div>    <foreignObject x=""0"" y=""246"" width=""768px"" height=""300"">    <rect height=""576"" width=""768"" style=""height: 576px; width: 768px; fill: rgb(255,255,255); stroke-width:3px;stroke:rgb(0,0,0);fill-opacity: 0.0""></rect>    </foreignObject></svg>",NA,"html-keyboard-response",70,570961,"0.0-11.0-2.1-2.23","To recognize emotional expressions",NA,"yes","Right handed","Male","Heterosexual or straight",39,"No",NA,NA,NA,"trial",NA,NA,NA,"68",NA,NA,"Neutral","posRight",2,9,"Neutral","Positive",945831,8,2,1,2,8,2,6,7,8,1,2,7,2,3,1,6,2,5,6,7,1,2,"D","Neutral","007",1,1.51355782989274,-0.229953604066431,0,0.216666666666667,-1,0,2,-1,-2,0,-1,-1,-1,0,0,-0.925420528664607,"Neutral",-0.5679385560767
"stim/Slide_13.jpg","0xDb0A5F9Aac04461cf68a735149a22f18D174477f",737,"<svg xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" viewBox=""0 0 768 786"" style=""max-width: 610px; width:95%; max-height: 95vh; margin: auto; position: absolute; top: 50%; left: 50%; transform: translate(-50%, -50%);"">    <foreignObject x=""0"" y=""150"" width=""768px"" height=""300"">        <div>            <div style=""float: left; font-size: 40px; margin-left: 2.5%;margin-top: 5px;"">Neutral</div>            <div style=""float: right; font-size: 40px; margin-right: 2.5%;margin-top: 5px;"">Positive</div>        </div>    </foreignObject>    <foreignObject x=""0"" y=""250"" width=""768px"" height=""300"">        <div>            <div style=""float: left; font-size: 30px; margin-left: 7.3%;margin-top: 7px;"">D</div>            <div style=""float: right; font-size: 30px; margin-right: 7%;margin-top: 7px;"">L</div>        </div>    </foreignObject><div x=""135"" y=""400""><img src=""stim/Slide_13.jpg"" style=""width: 250px; height: 250px; ""  /></div>    <foreignObject x=""0"" y=""246"" width=""768px"" height=""300"">    <rect height=""576"" width=""768"" style=""height: 576px; width: 768px; fill: rgb(255,255,255); stroke-width:3px;stroke:rgb(0,0,0);fill-opacity: 0.0""></rect>    </foreignObject></svg>",NA,"html-keyboard-response",93,635001,"0.0-11.0-2.2-2.33","To recognize emotional expressions",NA,"yes","Right handed","Male","Heterosexual or straight",39,"No",NA,NA,NA,"trial",NA,NA,NA,"68",NA,NA,"Neutral","posRight",3,4,"Neutral","Positive",945831,8,2,1,2,8,2,6,7,8,1,2,7,2,3,1,6,2,5,6,7,1,2,"D","Neutral","014",0,1.51355782989274,-0.235040114963111,0,0.216666666666667,-1,0,2,-1,-2,0,-1,-1,-1,0,0,-0.925420528664607,"Neutral",-0.5679385560767
"stim/Slide_14.jpg","0xDb0A5F9Aac04461cf68a735149a22f18D174477f",726,"<svg xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" viewBox=""0 0 768 786"" style=""max-width: 610px; width:95%; max-height: 95vh; margin: auto; position: absolute; top: 50%; left: 50%; transform: translate(-50%, -50%);"">    <foreignObject x=""0"" y=""150"" width=""768px"" height=""300"">        <div>            <div style=""float: left; font-size: 40px; margin-left: 2.5%;margin-top: 5px;"">Neutral</div>            <div style=""float: right; font-size: 40px; margin-right: 2.5%;margin-top: 5px;"">Positive</div>        </div>    </foreignObject>    <foreignObject x=""0"" y=""250"" width=""768px"" height=""300"">        <div>            <div style=""float: left; font-size: 30px; margin-left: 7.3%;margin-top: 7px;"">D</div>            <div style=""float: right; font-size: 30px; margin-right: 7%;margin-top: 7px;"">L</div>        </div>    </foreignObject><div x=""135"" y=""400""><img src=""stim/Slide_14.jpg"" style=""width: 250px; height: 250px; ""  /></div>    <foreignObject x=""0"" y=""246"" width=""768px"" height=""300"">    <rect height=""576"" width=""768"" style=""height: 576px; width: 768px; fill: rgb(255,255,255); stroke-width:3px;stroke:rgb(0,0,0);fill-opacity: 0.0""></rect>    </foreignObject></svg>",NA,"html-keyboard-response",68,568408,"0.0-11.0-2.1-2.22","To recognize emotional expressions",NA,"yes","Right handed","Male","Heterosexual or straight",39,"No",NA,NA,NA,"trial",NA,NA,NA,"68",NA,NA,"Neutral","posRight",2,8,"Neutral","Positive",945831,8,2,1,2,8,2,6,7,8,1,2,7,2,3,1,6,2,5,6,7,1,2,"D","Neutral","014",0.2,1.51355782989274,-0.238331386719786,0,0.216666666666667,-1,0,2,-1,-2,0,-1,-1,-1,0,0,-0.925420528664607,"Neutral",-0.5679385560767
"stim/Slide_15.jpg","0xDb0A5F9Aac04461cf68a735149a22f18D174477f",1751,"<svg xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" viewBox=""0 0 768 786"" style=""max-width: 610px; width:95%; max-height: 95vh; margin: auto; position: absolute; top: 50%; left: 50%; transform: translate(-50%, -50%);"">    <foreignObject x=""0"" y=""150"" width=""768px"" height=""300"">        <div>            <div style=""float: left; font-size: 40px; margin-left: 2.5%;margin-top: 5px;"">Neutral</div>            <div style=""float: right; font-size: 40px; margin-right: 2.5%;margin-top: 5px;"">Positive</div>        </div>    </foreignObject>    <foreignObject x=""0"" y=""250"" width=""768px"" height=""300"">        <div>            <div style=""float: left; font-size: 30px; margin-left: 7.3%;margin-top: 7px;"">D</div>            <div style=""float: right; font-size: 30px; margin-right: 7%;margin-top: 7px;"">L</div>        </div>    </foreignObject><div x=""135"" y=""400""><img src=""stim/Slide_15.jpg"" style=""width: 250px; height: 250px; ""  /></div>    <foreignObject x=""0"" y=""246"" width=""768px"" height=""300"">    <rect height=""576"" width=""768"" style=""height: 576px; width: 768px; fill: rgb(255,255,255); stroke-width:3px;stroke:rgb(0,0,0);fill-opacity: 0.0""></rect>    </foreignObject></svg>",NA,"html-keyboard-response",120,824244,"0.0-11.0-2.3-2.45","To recognize emotional expressions",NA,"yes","Right handed","Male","Heterosexual or straight",39,"No",NA,NA,NA,"trial",NA,NA,NA,"76",NA,NA,"Neutral","posRight",4,1,"Neutral","Positive",945831,8,2,1,2,8,2,6,7,8,1,2,7,2,3,1,6,2,5,6,7,1,2,"L","Positive","014",0.4,1.51355782989274,0.0683552996976785,1,0.216666666666667,-1,0,2,-1,-2,0,-1,-1,-1,0,0,-0.925420528664607,"Neutral",-0.5679385560767
"stim/Slide_16.jpg","0xDb0A5F9Aac04461cf68a735149a22f18D174477f",667,"<svg xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" viewBox=""0 0 768 786"" style=""max-width: 610px; width:95%; max-height: 95vh; margin: auto; position: absolute; top: 50%; left: 50%; transform: translate(-50%, -50%);"">    <foreignObject x=""0"" y=""150"" width=""768px"" height=""300"">        <div>            <div style=""float: left; font-size: 40px; margin-left: 2.5%;margin-top: 5px;"">Neutral</div>            <div style=""float: right; font-size: 40px; margin-right: 2.5%;margin-top: 5px;"">Positive</div>        </div>    </foreignObject>    <foreignObject x=""0"" y=""250"" width=""768px"" height=""300"">        <div>            <div style=""float: left; font-size: 30px; margin-left: 7.3%;margin-top: 7px;"">D</div>            <div style=""float: right; font-size: 30px; margin-right: 7%;margin-top: 7px;"">L</div>        </div>    </foreignObject><div x=""135"" y=""400""><img src=""stim/Slide_16.jpg"" style=""width: 250px; height: 250px; ""  /></div>    <foreignObject x=""0"" y=""246"" width=""768px"" height=""300"">    <rect height=""576"" width=""768"" style=""height: 576px; width: 768px; fill: rgb(255,255,255); stroke-width:3px;stroke:rgb(0,0,0);fill-opacity: 0.0""></rect>    </foreignObject></svg>",NA,"html-keyboard-response",142,855918,"0.0-11.0-2.3-2.56","To recognize emotional expressions",NA,"yes","Right handed","Male","Heterosexual or straight",39,"No",NA,NA,NA,"trial",NA,NA,NA,"68",NA,NA,"Neutral","posRight",4,12,"Neutral","Positive",945831,8,2,1,2,8,2,6,7,8,1,2,7,2,3,1,6,2,5,6,7,1,2,"D","Neutral","014",0.6,1.51355782989274,-0.255984571596499,0,0.216666666666667,-1,0,2,-1,-2,0,-1,-1,-1,0,0,-0.925420528664607,"Neutral",-0.5679385560767
"stim/Slide_17.jpg","0xDb0A5F9Aac04461cf68a735149a22f18D174477f",879,"<svg xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" viewBox=""0 0 768 786"" style=""max-width: 610px; width:95%; max-height: 95vh; margin: auto; position: absolute; top: 50%; left: 50%; transform: translate(-50%, -50%);"">    <foreignObject x=""0"" y=""150"" width=""768px"" height=""300"">        <div>            <div style=""float: left; font-size: 40px; margin-left: 2.5%;margin-top: 5px;"">Neutral</div>            <div style=""float: right; font-size: 40px; margin-right: 2.5%;margin-top: 5px;"">Positive</div>        </div>    </foreignObject>    <foreignObject x=""0"" y=""250"" width=""768px"" height=""300"">        <div>            <div style=""float: left; font-size: 30px; margin-left: 7.3%;margin-top: 7px;"">D</div>            <div style=""float: right; font-size: 30px; margin-right: 7%;margin-top: 7px;"">L</div>        </div>    </foreignObject><div x=""135"" y=""400""><img src=""stim/Slide_17.jpg"" style=""width: 250px; height: 250px; ""  /></div>    <foreignObject x=""0"" y=""246"" width=""768px"" height=""300"">    <rect height=""576"" width=""768"" style=""height: 576px; width: 768px; fill: rgb(255,255,255); stroke-width:3px;stroke:rgb(0,0,0);fill-opacity: 0.0""></rect>    </foreignObject></svg>",NA,"html-keyboard-response",72,573632,"0.0-11.0-2.1-2.24","To recognize emotional expressions",NA,"yes","Right handed","Male","Heterosexual or straight",39,"No",NA,NA,NA,"trial",NA,NA,NA,"76",NA,NA,"Neutral","posRight",2,10,"Neutral","Positive",945831,8,2,1,2,8,2,6,7,8,1,2,7,2,3,1,6,2,5,6,7,1,2,"L","Positive","014",0.8,1.51355782989274,-0.192552788649667,1,0.216666666666667,-1,0,2,-1,-2,0,-1,-1,-1,0,0,-0.925420528664607,"Neutral",-0.5679385560767
"stim/Slide_18.jpg","0xDb0A5F9Aac04461cf68a735149a22f18D174477f",1440,"<svg xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" viewBox=""0 0 768 786"" style=""max-width: 610px; width:95%; max-height: 95vh; margin: auto; position: absolute; top: 50%; left: 50%; transform: translate(-50%, -50%);"">    <foreignObject x=""0"" y=""150"" width=""768px"" height=""300"">        <div>            <div style=""float: left; font-size: 40px; margin-left: 2.5%;margin-top: 5px;"">Neutral</div>            <div style=""float: right; font-size: 40px; margin-right: 2.5%;margin-top: 5px;"">Positive</div>        </div>    </foreignObject>    <foreignObject x=""0"" y=""250"" width=""768px"" height=""300"">        <div>            <div style=""float: left; font-size: 30px; margin-left: 7.3%;margin-top: 7px;"">D</div>            <div style=""float: right; font-size: 30px; margin-right: 7%;margin-top: 7px;"">L</div>        </div>    </foreignObject><div x=""135"" y=""400""><img src=""stim/Slide_18.jpg"" style=""width: 250px; height: 250px; ""  /></div>    <foreignObject x=""0"" y=""246"" width=""768px"" height=""300"">    <rect height=""576"" width=""768"" style=""height: 576px; width: 768px; fill: rgb(255,255,255); stroke-width:3px;stroke:rgb(0,0,0);fill-opacity: 0.0""></rect>    </foreignObject></svg>",NA,"html-keyboard-response",25,456418,"0.0-11.0-2.0-2.2","To recognize emotional expressions",NA,"yes","Right handed","Male","Heterosexual or straight",39,"No",NA,NA,NA,"trial",NA,NA,NA,"76",NA,NA,"Neutral","posRight",1,3,"Neutral","Positive",945831,8,2,1,2,8,2,6,7,8,1,2,7,2,3,1,6,2,5,6,7,1,2,"L","Positive","014",1,1.51355782989274,-0.0246979290592304,1,0.216666666666667,-1,0,2,-1,-2,0,-1,-1,-1,0,0,-0.925420528664607,"Neutral",-0.5679385560767
